Fonction;Expérience fonction;Niveau Etudes;Structure;Secteur Activité;Taille Société;Nbre dossiers gérés mensuellement;Paie internalisée ou externalisée;Nbre Bulletins Produits;Nbre Bulletins Supervisés;Nbre de CCN;Management;Volume de paies supervisées;Nbre de personnes supervisées;Quelle est votre expérience totale ?;Combien de jours de télétravail avez vous par semaine ?;Rémunération brute;Avez vous primes et avantages salariaux (hors légal) ?;Anglais dans votre quotidien pro ?;Dans quel département travaillez vous ?;Quel est votre sexe ?;Quelle est votre tranche d'âge ?;Poste;Localisation
Gestionnaire Paie;8 à 12 ans;Bac+2;Entreprise;Matériaux de construction;2500 à 5000;NC;Internalisée (tout est géré en interne);151 à 300;NC;1;Non;NC;NC;8 à 12 ans;4;40000;Oui;Non;92;Femme;46 à 55 ans;Gestionnaire Paie;IDF
Responsable Paie & SIRH;1 à 3 ans;Bac+5;Entreprise;HCR (Hotels, Cafés, Restaurants);251 à 1000;NC;Semi externalisée (le prestataire paie prend certains sujets en charge);701;NC;2 à 3;Oui;501 à 1 500;2 à 5;4 à 7 ans;2;45000;Oui;Non;75;Femme;26 à 35 ans;Responsable Paie;IDF
Gestionnaire Paie & ADP;4 à 7 ans;Bac+2;Entreprise;Commerce / Négoce / Distribution;51 à 250;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Non;NC;NC;4 à 7 ans;2;36000;Oui;Non;92;Femme;26 à 35 ans;Gestionnaire Paie;IDF
Responsable Paie;+ 12 ans;Bac+5;Cabinet d'Expertise Comptable;NC;Moins de 50;21 à 40;Internalisée (tout est géré en interne);301 à 500;NC;10;Oui;1 501 à 3 000;2 à 5;15 à 20 ans;0;60000;Non;Non;69;Femme;46 à 55 ans;Responsable Paie;Hors IDF
Gestionnaire Paie & ADP;+ 12 ans;Bac+3;Entreprise;Banque / Assurance / Mutuelle;1000 à 2500;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Non;NC;NC;15 à 20 ans;2;38000;Oui;;78;Femme;36 à 45 ans;Gestionnaire Paie;IDF
Gestionnaire Paie & ADP;8 à 12 ans;Bac+3;Cabinet d'Expertise Comptable;NC;2500 à 5000;21 à 40;Totalement externalisée (la production du BS est gérée par le prestataire);NC;301 à 500;6 à 10;Non;NC;NC;8 à 12 ans;2;40000;Non;Oui, écrit;95;Femme;36 à 45 ans;Gestionnaire Paie;IDF
Gestionnaire Paie;1 à 3 ans;Bac+2;Cabinet d'Expertise Comptable;NC;251 à 1000;61 à 90;Internalisée (tout est géré en interne);151 à 300;NC;10;Non;NC;NC;1 à 3 ans;1;29000;Oui;Non;22;Femme;36 à 45 ans;Gestionnaire Paie;Hors IDF
Responsable Paie & SIRH;8 à 12 ans;Bac+5;Entreprise;Commerce / Négoce / Distribution;251 à 1000;NC;Internalisée (tout est géré en interne);501 à 700;NC;1;Oui;501 à 1 500;1;15 à 20 ans;1;70000;Oui;Non;78;Homme;36 à 45 ans;Responsable Paie;IDF
Gestionnaire Paie;+ 12 ans;Bac+2;Cabinet d'Expertise Comptable;NC;Moins de 50;41 à 60;Internalisée (tout est géré en interne);301 à 500;NC;6 à 10;Non;NC;NC;15 à 20 ans;1;39000;Oui;Non;76;Femme;46 à 55 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie & ADP;4 à 7 ans;Bac+2;Cabinet d'Expertise Comptable;NC;Moins de 50;41 à 60;Internalisée (tout est géré en interne);301 à 500;NC;10;Non;NC;NC;4 à 7 ans;2;34000;Oui;Non;67;Femme;46 à 55 ans;Gestionnaire Paie;Hors IDF
Responsable Paie Adjoint(e);1 à 3 ans;Bac+2;Entreprise;Service public;1000 à 2500;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Non;NC;NC;8 à 12 ans;3;54000;Oui;Non;75;Homme;46 à 55 ans;Responsable Adjoint Paie;IDF
Gestionnaire Paie;8 à 12 ans;Bac+2;Entreprise;Santé - Etablissements Hospitaliers;2500 à 5000;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Non;NC;NC;8 à 12 ans;2;42000;Oui;Non;75;Femme;36 à 45 ans;Gestionnaire Paie;IDF
Responsable Paie;4 à 7 ans;Bac;Entreprise;Automobile;10 001 à 30 000;NC;Internalisée (tout est géré en interne);701;NC;1;Non;NC;NC;+ de 21 ans;3;60000;Oui;Non;92;Femme;46 à 55 ans;Responsable Paie;IDF
Responsable Paie;4 à 7 ans;Bac+5;Entreprise;Commerce / Négoce / Distribution;251 à 1000;NC;Internalisée (tout est géré en interne);151 à 300;NC;2 à 3;Oui;- de 500;1;15 à 20 ans;1;55000;Oui;;75;Femme;36 à 45 ans;Responsable Paie;IDF
Gestionnaire Paie;1 à 3 ans;Bac+2;Entreprise;Commerce / Négoce / Distribution;5001 à 10 000;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Non;NC;NC;1 à 3 ans;3;37000;Oui;Non;95;Femme;36 à 45 ans;Gestionnaire Paie;IDF
Responsable Paie;+ 12 ans;Bac+3;Entreprise;Industries;251 à 1000;NC;Internalisée (tout est géré en interne);151 à 300;NC;1;Oui;- de 500;1;15 à 20 ans;1;46000;Oui;Non;76;Femme;+ 56 ans;Responsable Paie;Hors IDF
Gestionnaire Paie;+ 12 ans;Bac+3;Cabinet d'Expertise Comptable;NC;1000 à 2500;61 à 90;Internalisée (tout est géré en interne);301 à 500;NC;6 à 10;Non;NC;NC;+ de 21 ans;0;34000;Oui;Non;36;Femme;46 à 55 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie & ADP;1 à 3 ans;Bac+2;Entreprise;Commerce / Négoce / Distribution;5001 à 10 000;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Non;NC;NC;1 à 3 ans;2;27000;Oui;Non;77;Femme;36 à 45 ans;Gestionnaire Paie;IDF
Gestionnaire Paie & ADP;4 à 7 ans;Bac+5;Entreprise;Industries;51 à 250;NC;Semi externalisée (le prestataire paie prend certains sujets en charge);151 à 300;NC;2 à 3;Non;NC;NC;4 à 7 ans;0;40000;Oui;Oui, écrit et oral;77;Femme;26 à 35 ans;Gestionnaire Paie;IDF
Gestionnaire Paie & ADP;4 à 7 ans;Bac+2;Entreprise;HCR (Hotels, Cafés, Restaurants);51 à 250;NC;Internalisée (tout est géré en interne);51 à 150;NC;2 à 3;Non;NC;NC;4 à 7 ans;4;34000;Oui;Non;75;Femme;26 à 35 ans;Gestionnaire Paie;IDF
Gestionnaire Paie & ADP;4 à 7 ans;Bac+2;Entreprise;Métallurgie;251 à 1000;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Non;NC;NC;4 à 7 ans;2;42000;Non;Non;77;Femme;36 à 45 ans;Gestionnaire Paie;IDF
Gestionnaire Paie;4 à 7 ans;Bac+2;Entreprise;Commerce / Négoce / Distribution;10 001 à 30 000;NC;Totalement externalisée (la production du BS est gérée par le prestataire);NC;701;1;Oui;10 001 à 25 000;2 à 5;4 à 7 ans;2;30000;Oui;Oui, écrit;75;Femme;36 à 45 ans;Gestionnaire Paie;IDF
Gestionnaire Paie & ADP;- 1 an;Bac+5;Entreprise;BTP / Travaux / Construction;251 à 1000;NC;Internalisée (tout est géré en interne);701;NC;1;Non;NC;NC;- 1 an;1;24000;Oui;Non;92;Femme;- 25 ans;Gestionnaire Paie;IDF
Gestionnaire Paie & ADP;+ 12 ans;Bac+2;Entreprise;Service public;51 à 250;NC;Totalement externalisée (la production du BS est gérée par le prestataire);NC;51 à 150;1;Non;NC;NC;+ de 21 ans;0;30000;Oui;Non;19;Femme;+ 56 ans;Gestionnaire Paie;Hors IDF
Responsable Paie & SIRH;+ 12 ans;Bac+3;Entreprise;Industries;251 à 1000;NC;Internalisée (tout est géré en interne);501 à 700;NC;4 à 6;Oui;501 à 1 500;2 à 5;+ de 21 ans;1;41000;Oui;Non;56;Femme;+ 56 ans;Responsable Paie;Hors IDF
Gestionnaire Paie & ADP;8 à 12 ans;Bac+2;Cabinet d'Expertise Comptable;NC;Moins de 50;61 à 90;Internalisée (tout est géré en interne);151 à 300;NC;10;Non;NC;NC;8 à 12 ans;0;34000;Oui;Non;29;Femme;36 à 45 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie;1 à 3 ans;Bac+3;Entreprise;Services aux entreprises;1000 à 2500;NC;Internalisée (tout est géré en interne);151 à 300;NC;1;Non;NC;NC;4 à 7 ans;1;28000;Oui;Non;35;Homme;46 à 55 ans;Gestionnaire Paie;Hors IDF
Responsable Paie;4 à 7 ans;Bac+3;Entreprise;Banque / Assurance / Mutuelle;251 à 1000;NC;Internalisée (tout est géré en interne);301 à 500;NC;2 à 3;Oui;- de 500;2 à 5;+ de 21 ans;2;58000;Non;Non;92;Femme;36 à 45 ans;Responsable Paie;IDF
Gestionnaire Paie;4 à 7 ans;Bac+2;Cabinet d'Expertise Comptable;NC;Moins de 50;11 à 20;Internalisée (tout est géré en interne);51 à 150;NC;6 à 10;Non;NC;NC;4 à 7 ans;1;38000;Non;Non;93;Femme;36 à 45 ans;Gestionnaire Paie;IDF
Gestionnaire Paie & ADP;4 à 7 ans;Bac+3;Entreprise;Banque / Assurance / Mutuelle;5001 à 10 000;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Non;NC;NC;4 à 7 ans;2;38000;Non;Non;94;Femme;+ 56 ans;Gestionnaire Paie;IDF
Gestionnaire Paie & ADP;4 à 7 ans;Bac+5;Entreprise;Banque / Assurance / Mutuelle;51 à 250;NC;Internalisée (tout est géré en interne);501 à 700;NC;1;Non;NC;NC;4 à 7 ans;3;33000;Oui;Non;44;Femme;26 à 35 ans;Gestionnaire Paie;Hors IDF
Directeur/trice Paie;4 à 7 ans;Bac+5;Cabinet d'Expertise Comptable;NC;251 à 1000;21 à 40;Internalisée (tout est géré en interne);301 à 500;NC;10;Oui;3 001 à 5 000;6 à 10;15 à 20 ans;1;45000;Oui;Non;37;Femme;36 à 45 ans;Responsable Paie;Hors IDF
Gestionnaire Paie;4 à 7 ans;Bac+3;Entreprise;Edition / Communication / Multimédia;2500 à 5000;NC;Internalisée (tout est géré en interne);301 à 500;NC;2 à 3;Non;NC;NC;8 à 12 ans;2;37500;Oui;Non;69;Femme;36 à 45 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie & ADP;4 à 7 ans;Bac+3;Cabinet d'Expertise Comptable;NC;Moins de 50;61 à 90;Internalisée (tout est géré en interne);301 à 500;NC;10;Non;NC;NC;4 à 7 ans;1;34500;Oui;Non;972;Femme;26 à 35 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie & ADP;1 à 3 ans;Bac+2;Entreprise;Transport / Logistique;2500 à 5000;NC;Internalisée (tout est géré en interne);151 à 300;NC;1;Non;NC;NC;1 à 3 ans;0;33000;Non;Non;95;Femme;26 à 35 ans;Gestionnaire Paie;IDF
Consultant(e) Paie;1 à 3 ans;Bac+2;Entreprise;Agroalimentaire;10 001 à 30 000;NC;Internalisée (tout est géré en interne);151 à 300;NC;1;Non;NC;NC;8 à 12 ans;2;44600;Non;Non;95;Femme;36 à 45 ans;Consultant Paie;IDF
Gestionnaire Paie & ADP;1 à 3 ans;Bac+3;Entreprise;Services aux entreprises;5001 à 10 000;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Non;NC;NC;4 à 7 ans;2;33500;Oui;Non;92;Femme;36 à 45 ans;Gestionnaire Paie;IDF
Responsable Paie;+ 12 ans;Bac+3;Cabinet d'Expertise Comptable;NC;Moins de 50;21 à 40;Internalisée (tout est géré en interne);151 à 300;NC;10;Oui;- de 500;2 à 5;15 à 20 ans;0;36963;Oui;Non;66;Femme;46 à 55 ans;Responsable Paie;Hors IDF
Gestionnaire Paie & ADP;1 à 3 ans;Bac+2;Entreprise;Commerce / Négoce / Distribution;1000 à 2500;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Non;NC;NC;1 à 3 ans;5;30000;Oui;Non;92;Femme;36 à 45 ans;Gestionnaire Paie;IDF
Gestionnaire Paie;1 à 3 ans;Bac+2;Cabinet d'Expertise Comptable;NC;Moins de 50;61 à 90;Internalisée (tout est géré en interne);301 à 500;NC;10;Non;NC;NC;1 à 3 ans;0;30000;Oui;Non;35;Femme;36 à 45 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie & ADP;4 à 7 ans;Bac+3;Entreprise;Médico Social;5001 à 10 000;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Oui;501 à 1 500;1;4 à 7 ans;2;36000;Oui;Oui, écrit;75;Femme;+ 56 ans;Gestionnaire Paie;IDF
Gestionnaire Paie;4 à 7 ans;Bac+5;Entreprise;BTP / Travaux / Construction;30 001;NC;Internalisée (tout est géré en interne);51 à 150;NC;1;Non;NC;NC;4 à 7 ans;2;43000;Oui;Non;92;Femme;26 à 35 ans;Gestionnaire Paie;IDF
Gestionnaire Paie;8 à 12 ans;Bac+2;Cabinet d'Expertise Comptable;NC;Moins de 50;91;Totalement externalisée (la production du BS est gérée par le prestataire);NC;301 à 500;10;Non;NC;NC;8 à 12 ans;0;30000;Oui;Non;31;Femme;36 à 45 ans;Gestionnaire Paie;Hors IDF
Responsable Paie;+ 12 ans;Bac+2;Entreprise;Industries;10 001 à 30 000;NC;Internalisée (tout est géré en interne);701;NC;10;Oui;3 001 à 5 000;6 à 10;+ de 21 ans;3;65000;Oui;Non;78;Femme;+ 56 ans;Responsable Paie;IDF
Gestionnaire Paie;+ 12 ans;Bac+3;Entreprise;Automobile;30 001;NC;Internalisée (tout est géré en interne);701;NC;2 à 3;Non;NC;NC;15 à 20 ans;2;43000;Oui;Oui, écrit;91;Femme;36 à 45 ans;Gestionnaire Paie;IDF
Gestionnaire Paie & ADP;4 à 7 ans;Bac+2;Entreprise;HCR (Hotels, Cafés, Restaurants);1000 à 2500;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Non;NC;NC;4 à 7 ans;1;39000;Non;Non;93;Femme;26 à 35 ans;Gestionnaire Paie;IDF
Gestionnaire Paie & ADP;- 1 an;Bac+2;Entreprise;Industries;1000 à 2500;NC;Internalisée (tout est géré en interne);301 à 500;NC;2 à 3;Non;NC;NC;1 à 3 ans;1;30000;Oui;Non;35;Femme;26 à 35 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie;8 à 12 ans;Bac+3;Entreprise;Industries;10 001 à 30 000;NC;Internalisée (tout est géré en interne);701;NC;1;Non;NC;NC;8 à 12 ans;1;47500;Oui;Non;60;Femme;36 à 45 ans;Gestionnaire Paie;Hors IDF
Responsable Paie Adjoint(e);1 à 3 ans;Bac+2;Entreprise;Santé - Etablissements Hospitaliers;251 à 1000;NC;Semi externalisée (le prestataire paie prend certains sujets en charge);51 à 150;NC;1;Non;NC;NC;15 à 20 ans;2;40000;Oui;Non;95;Femme;36 à 45 ans;Responsable Adjoint Paie;IDF
Gestionnaire Paie & ADP;1 à 3 ans;Bac+3;Entreprise;Santé - Etablissements Hospitaliers;2500 à 5000;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Non;NC;NC;1 à 3 ans;2;36000;Non;Non;92;Femme;36 à 45 ans;Gestionnaire Paie;IDF
Gestionnaire Paie;8 à 12 ans;Bac+2;Société d'externalisation de paies;NC;Moins de 50;61 à 90;Totalement externalisée (la production du BS est gérée par le prestataire);NC;301 à 500;6 à 10;Non;NC;NC;8 à 12 ans;0;32000;Non;Non;29;Femme;46 à 55 ans;Gestionnaire Paie;Hors IDF
Responsable Paie;1 à 3 ans;Bac+2;Cabinet d'Expertise Comptable;NC;Moins de 50;61 à 90;Internalisée (tout est géré en interne);701;NC;10;Oui;501 à 1 500;1;4 à 7 ans;0;52000;Non;Oui, écrit;6;Femme;26 à 35 ans;Responsable Paie;Hors IDF
Gestionnaire Paie;+ 12 ans;Bac+2;Entreprise;Industries;30 001;NC;Internalisée (tout est géré en interne);701;NC;1;Oui;501 à 1 500;1;15 à 20 ans;5;45000;Oui;Non;94;Homme;46 à 55 ans;Gestionnaire Paie;IDF
Responsable Paie Adjoint(e);1 à 3 ans;Bac+2;Entreprise;Services aux entreprises;5001 à 10 000;NC;Internalisée (tout est géré en interne);701;NC;1;Oui;501 à 1 500;2 à 5;+ de 21 ans;4;42500;Oui;Non;92;Femme;46 à 55 ans;Responsable Adjoint Paie;IDF
Responsable Paie;1 à 3 ans;Bac+3;Société d'externalisation de paies;NC;10 001 à 30 000;61 à 90;Internalisée (tout est géré en interne);701;NC;10;Oui;1 501 à 3 000;6 à 10;8 à 12 ans;2;52000;Non;Non;13;Femme;46 à 55 ans;Responsable Paie;Hors IDF
Responsable Paie;+ 12 ans;Bac+2;Entreprise;BTP / Travaux / Construction;251 à 1000;NC;Semi externalisée (le prestataire paie prend certains sujets en charge);301 à 500;NC;1;Non;NC;NC;+ de 21 ans;0;46000;Oui;Non;44;Femme;36 à 45 ans;Responsable Paie;Hors IDF
Gestionnaire Paie;1 à 3 ans;;Entreprise;Transport / Logistique;30 001;NC;Internalisée (tout est géré en interne);501 à 700;NC;1;Non;NC;NC;1 à 3 ans;2;40500;Oui;Non;78;Femme;36 à 45 ans;Gestionnaire Paie;IDF
Responsable Paie;+ 12 ans;Bac;Entreprise;Services aux entreprises;251 à 1000;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Oui;- de 500;1;15 à 20 ans;0;32000;Non;Non;79;Femme;46 à 55 ans;Responsable Paie;Hors IDF
Gestionnaire Paie;- 1 an;Bac+3;Entreprise;Santé - Etablissements Hospitaliers;10 001 à 30 000;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Non;NC;NC;4 à 7 ans;2;29000;Non;Non;31;Femme;26 à 35 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie & ADP;8 à 12 ans;Bac;Entreprise;Intérim;251 à 1000;NC;Internalisée (tout est géré en interne);151 à 300;NC;6 à 10;Non;NC;NC;8 à 12 ans;5;27000;Oui;Non;28;Femme;36 à 45 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie & ADP;8 à 12 ans;Bac+2;Cabinet d'Expertise Comptable;NC;Moins de 50;21 à 40;Internalisée (tout est géré en interne);301 à 500;NC;10;Non;NC;NC;8 à 12 ans;0;32500;Oui;Non;47;Femme;46 à 55 ans;Gestionnaire Paie;Hors IDF
Consultant(e) Paie;4 à 7 ans;Bac+3;Société d'externalisation de paies;NC;Moins de 50;21 à 40;Internalisée (tout est géré en interne);51 à 150;NC;10;Non;NC;NC;8 à 12 ans;5;50000;Non;Non;972;Homme;36 à 45 ans;Consultant Paie;Hors IDF
Gestionnaire Paie;4 à 7 ans;Bac+2;Entreprise;Services aux entreprises;2500 à 5000;NC;Internalisée (tout est géré en interne);501 à 700;NC;1;Non;NC;NC;4 à 7 ans;2;32500;Oui;Non;44;Homme;36 à 45 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie;- 1 an;;Entreprise;Médico Social;251 à 1000;NC;Internalisée (tout est géré en interne);51 à 150;NC;2 à 3;Non;NC;NC;- 1 an;2;23000;Oui;Non;75;Femme;36 à 45 ans;Gestionnaire Paie;IDF
Responsable Paie;4 à 7 ans;Bac+3;Entreprise;Nettoyage industriel / Sécurité;51 à 250;NC;Internalisée (tout est géré en interne);151 à 300;NC;1;Oui;- de 500;1;4 à 7 ans;0;50000;Oui;Non;36;Femme;26 à 35 ans;Responsable Paie;Hors IDF
Responsable Paie;+ 12 ans;Bac+2;Entreprise;Services aux entreprises;251 à 1000;NC;Totalement externalisée (la production du BS est gérée par le prestataire);NC;701;1;Oui;501 à 1 500;6 à 10;+ de 21 ans;2;76500;Non;Non;75;Femme;46 à 55 ans;Responsable Paie;IDF
Responsable Paie;- 1 an;Bac+3;Entreprise;Santé - Etablissements Hospitaliers;2500 à 5000;NC;Semi externalisée (le prestataire paie prend certains sujets en charge);701;NC;1;Non;NC;NC;+ de 21 ans;2;60000;Oui;Non;71;Femme;46 à 55 ans;Responsable Paie;Hors IDF
Gestionnaire Paie;4 à 7 ans;Bac+2;Entreprise;Etudes / Conseils;1000 à 2500;NC;Internalisée (tout est géré en interne);501 à 700;NC;1;Non;NC;NC;4 à 7 ans;5;38000;Oui;Non;92;Femme;+ 56 ans;Gestionnaire Paie;IDF
Responsable Paie;+ 12 ans;;Entreprise;Etudes / Conseils;Moins de 50;NC;Semi externalisée (le prestataire paie prend certains sujets en charge);- de 50;NC;1;Non;NC;NC;+ de 21 ans;5;55000;Oui;Oui, écrit;75;Femme;46 à 55 ans;Responsable Paie;IDF
Responsable Paie;1 à 3 ans;Bac+2;Cabinet d'Expertise Comptable;NC;51 à 250;41 à 60;Totalement externalisée (la production du BS est gérée par le prestataire);NC;701;6 à 10;Non;NC;NC;+ de 21 ans;2;45600;Oui;Non;34;Homme;46 à 55 ans;Responsable Paie;Hors IDF
Gestionnaire Paie;4 à 7 ans;Bac+2;Société d'externalisation de paies;NC;1000 à 2500;-10;Internalisée (tout est géré en interne);151 à 300;NC;2 à 3;Non;NC;NC;4 à 7 ans;5;39900;Oui;Oui, écrit et oral;81;Femme;36 à 45 ans;Gestionnaire Paie;Hors IDF
Consultant(e) Paie;- 1 an;Bac+2;Entreprise;Transport / Logistique;1000 à 2500;NC;Internalisée (tout est géré en interne);701;NC;1;Non;NC;NC;8 à 12 ans;2;45000;Non;Non;92;Femme;36 à 45 ans;Consultant Paie;IDF
Responsable Paie;1 à 3 ans;Bac+2;Entreprise;Culture;251 à 1000;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Oui;- de 500;2 à 5;15 à 20 ans;1;47400;Oui;Oui, écrit;75;Femme;26 à 35 ans;Responsable Paie;IDF
Responsable Paie;+ 12 ans;Bac+3;Entreprise;Associatif;51 à 250;NC;Internalisée (tout est géré en interne);51 à 150;NC;2 à 3;Non;NC;NC;+ de 21 ans;2;45000;Oui;Non;75;Femme;+ 56 ans;Responsable Paie;IDF
Gestionnaire Paie;1 à 3 ans;Bac+3;Entreprise;Associatif;51 à 250;NC;Totalement externalisée (la production du BS est gérée par le prestataire);NC;151 à 300;2 à 3;Non;NC;NC;1 à 3 ans;2;29000;Non;Non;13;Femme;46 à 55 ans;Gestionnaire Paie;Hors IDF
Directeur/trice Paie & SIRH;+ 12 ans;Bac+2;Entreprise;Retail;10 001 à 30 000;NC;Internalisée (tout est géré en interne);701;NC;4 à 6;Oui;10 001 à 25 000;6 à 10;+ de 21 ans;3;90000;Oui;Non;94;Femme;+ 56 ans;Responsable Paie;IDF
Consultant(e) Paie;8 à 12 ans;Bac+5;Société d'externalisation de paies;NC;51 à 250;-10;Internalisée (tout est géré en interne);0;NC;4 à 6;Non;NC;NC;8 à 12 ans;1;63000;Non;Non;75;Femme;46 à 55 ans;Consultant Paie;IDF
Responsable Paie Adjoint(e);1 à 3 ans;Bac+2;Cabinet d'Expertise Comptable;NC;Moins de 50;61 à 90;Internalisée (tout est géré en interne);301 à 500;NC;10;Oui;- de 500;2 à 5;4 à 7 ans;2;52000;Oui;Non;75;Homme;36 à 45 ans;Responsable Adjoint Paie;IDF
Gestionnaire Paie & ADP;8 à 12 ans;Bac+3;Entreprise;Formation;51 à 250;NC;Internalisée (tout est géré en interne);151 à 300;NC;1;Non;NC;NC;8 à 12 ans;0;35000;Non;Non;94;Femme;36 à 45 ans;Gestionnaire Paie;IDF
Gestionnaire Paie & ADP;1 à 3 ans;Bac+2;Entreprise;Transport / Logistique;251 à 1000;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Non;NC;NC;1 à 3 ans;2;34450;Oui;Non;94;Femme;26 à 35 ans;Gestionnaire Paie;IDF
Gestionnaire Paie & ADP;8 à 12 ans;Bac+2;Entreprise;Commerce / Négoce / Distribution;1000 à 2500;NC;Internalisée (tout est géré en interne);301 à 500;NC;2 à 3;Non;NC;NC;8 à 12 ans;2;42296;Oui;Non;91;Homme;36 à 45 ans;Gestionnaire Paie;IDF
Gestionnaire Paie;4 à 7 ans;Bac+3;Cabinet d'Expertise Comptable;NC;51 à 250;21 à 40;Totalement externalisée (la production du BS est gérée par le prestataire);NC;151 à 300;6 à 10;Non;NC;NC;8 à 12 ans;2;32000;Non;Oui, écrit;91;Femme;36 à 45 ans;Gestionnaire Paie;IDF
Gestionnaire Paie & ADP;1 à 3 ans;Bac+5;Entreprise;Parc de loisirs;251 à 1000;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Non;NC;NC;4 à 7 ans;0;37000;Non;Non;75;Femme;26 à 35 ans;Gestionnaire Paie;IDF
Gestionnaire Paie;8 à 12 ans;Bac+3;Entreprise;Nucléaire;5001 à 10 000;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Non;NC;NC;8 à 12 ans;2;51000;Oui;Non;91;Femme;26 à 35 ans;Gestionnaire Paie;IDF
Gestionnaire Paie & ADP;8 à 12 ans;Bac+5;Entreprise;BTP / Travaux / Construction;5001 à 10 000;NC;Semi externalisée (le prestataire paie prend certains sujets en charge);151 à 300;NC;2 à 3;Oui;- de 500;1;8 à 12 ans;1;44460;Oui;Non;77;Femme;26 à 35 ans;Gestionnaire Paie;IDF
Gestionnaire Paie & ADP;4 à 7 ans;Bac;Entreprise;Service public;1000 à 2500;NC;Internalisée (tout est géré en interne);51 à 150;NC;2 à 3;Non;NC;NC;4 à 7 ans;1;24000;Oui;Non;94;Homme;36 à 45 ans;Gestionnaire Paie;IDF
Gestionnaire Paie & ADP;1 à 3 ans;Bac+2;Entreprise;Nettoyage industriel / Sécurité;251 à 1000;NC;Internalisée (tout est géré en interne);151 à 300;NC;1;Non;NC;NC;1 à 3 ans;1;36000;Oui;Oui, écrit;75;Femme;36 à 45 ans;Gestionnaire Paie;IDF
Responsable Paie Adjoint(e);4 à 7 ans;Bac+3;Cabinet d'Expertise Comptable;NC;Moins de 50;61 à 90;Internalisée (tout est géré en interne);701;NC;10;Oui;1 501 à 3 000;2 à 5;4 à 7 ans;1;32000;Oui;Non;35;Homme;36 à 45 ans;Responsable Adjoint Paie;Hors IDF
Gestionnaire Paie & ADP;8 à 12 ans;Bac+3;Entreprise;Commerce / Négoce / Distribution;1000 à 2500;NC;Internalisée (tout est géré en interne);301 à 500;NC;2 à 3;Non;NC;NC;8 à 12 ans;1;40000;Non;Non;75;Femme;46 à 55 ans;Gestionnaire Paie;IDF
Gestionnaire Paie;1 à 3 ans;Bac+5;Cabinet d'Expertise Comptable;NC;Moins de 50;91;Internalisée (tout est géré en interne);151 à 300;NC;10;Non;NC;NC;1 à 3 ans;0;25000;Non;Non;973;Femme;26 à 35 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie;4 à 7 ans;Bac+3;Cabinet d'Expertise Comptable;NC;1000 à 2500;21 à 40;Totalement externalisée (la production du BS est gérée par le prestataire);NC;151 à 300;6 à 10;Non;NC;NC;4 à 7 ans;2;31000;Oui;Oui, écrit et oral;49;Femme;46 à 55 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie & ADP;4 à 7 ans;Bac+3;Entreprise;Santé - Etablissements Hospitaliers;251 à 1000;NC;Internalisée (tout est géré en interne);151 à 300;NC;1;Non;NC;NC;4 à 7 ans;2;41000;Non;Non;75;Femme;26 à 35 ans;Gestionnaire Paie;IDF
